"","to","from","fraction2010","fraction2011","fraction2012","fraction2013","fraction2014","fraction2015","fraction2016","fraction2017","fraction2018","fraction2019","fraction_mean"
"1763","Malta","Republic of Moldova",0,0,0,0.0331945772937537,0.00109792914246545,0.0136093735726784,0,0,0.070353800199839,0.0521073442115915,0.0170363024420328
"1764","Albania","Romania",0.0187295586406318,0,0,0.00849389948873835,0,0.016070022334295,0.000345686673759961,0.000606823369869634,0.000145976164227236,0.000279006221470183,0.00446709728929922
"1765","Argentina","Romania",0,0,0,0.00569505309957402,0,0.00780075112453264,0,0,0,0,0.00134958042241067
"1766","Azerbaijan","Romania",0,0,0,6.62436854825751e-05,0.00014164228692777,8.00751101988403e-05,0,0.000201229060916344,8.14632213357585e-05,0.000244340495408,8.14993860269288e-05
"1767","China, mainland","Romania",0,0,1.52854553214742e-06,1.01608717589243e-05,3.48418003631779e-05,2.08346067731416e-05,1.43294159855358e-05,5.81844590159387e-05,4.34954199581517e-05,0.000104473683992863,2.87848803379881e-05
"1768","Colombia","Romania",0,0,0,1.72459561518314e-05,3.77015029201717e-05,4.6132511006881e-05,4.59322468190926e-05,2.24500011626497e-05,6.76950261989797e-05,2.35829910440563e-05,2.60740235303662e-05
"1769","Iraq","Romania",0.0167552111957494,0,0.0173638215767491,0.0222781281536017,0.000169759603428935,0.0501180359985332,0.264766771449294,0.0552994771030694,0.0177252482236475,0.076937068503529,0.0521413521807603
"1770","Luxembourg","Romania",0,0,0,0.00182978092292922,0.000671719594759194,0,0,0,0.00699368874020758,0,0.000949518925789599
"1771","Nigeria","Romania",0.000241752208753094,0.000172645681252133,0.00678200457012871,0.00415386716143007,0.00495812451977852,0.000160218190320403,0.00813923501918591,0.002146366509503,0.000478097766178633,0,0.00272323116265305
"1772","North Macedonia","Romania",0,0,0,0.00100786529956326,0,0,0.0012506549230912,0.00254399110574502,0.000623337973714915,0.000601010778914116,0.000602686008102851
"1773","Norway","Romania",0,0.000915135822732647,0.000894149190299168,0.000664928887784908,0.000285748906009436,0.000198235048469038,0.000279734238739419,0.000757931796328903,0.00530479040169511,0.00216217715479623,0.00114628314468549
"1774","Argentina","Russian Federation",0,0,0,0.00354498867642183,0.010504762419579,0,0,0,0,0,0.00140497510960009
"1775","Cabo Verde","Russian Federation",0,0,0,0.00152468961734789,0,0,0.0889504838834135,0.377730809064461,0.15743047597701,0,0.0625636458542233
"1776","Democratic People's Republic of Korea","Russian Federation",0.0145506267383035,0.224131735283018,0.000486487319150585,0.00235560218509408,0.611124143436754,0.186136342682605,0.119519981420689,0.0390336006466873,0.183565634220059,0.124789134878705,0.150569328881106
"1777","Finland","Russian Federation",0,0,0,0.00898474338840333,0.0120186420775913,0.0739650247885647,5.61188056757766e-05,0.0406917998790313,0.191635837265097,0.158040127656513,0.0485392293860876
"1778","Norway","Russian Federation",0.0246295949741528,0.0233754462827508,0.0379412980844652,0.0132270068128105,0.0455682481161978,0.0268808018105186,0.0961369658269179,0.0756457475391692,0.111878020728807,0.042657553331679,0.0497940683507468
"1779","United Arab Emirates","Russian Federation",0.0623886399150587,0.176489441093222,0.025327052763451,0.0962239092537329,0.206050758773817,0.211331398551278,0.170769902921428,0.377315231178779,0.348498479047617,0.335311842088666,0.200970665558705
"1780","Cabo Verde","Senegal",0,0,0,0.0566092104934462,0,0,0,0,0,0,0.00566092104934462
"1781","Iraq","Serbia",0.000656136304266732,0,0.000609287330330996,0.00220659434469835,0.000112048687712965,0.0091283609205105,0.0368929141854752,0.00343030481266246,0.000676629834689785,0.00893780167836188,0.00626500780987089
"1782","Serbia","Slovakia",0,0,0.00663798498218519,0.0176727483252786,0.00524769559707571,0.000990185217500321,0,0.00744912610508353,0.00172950720561571,0.00440415297605944,0.00441314004087985
"1783","United States of America","Slovakia",0,0,0,4.37809263210373e-05,0,0.000146056707160117,0,0,0,0,1.89837633481155e-05
"1784","Croatia","Slovenia",0,0,0,0.0121340235102341,0.0252101830791152,0.0284138310015748,0.0290560646803745,0.00965732561881497,0.0414391209788195,0.032013738524628,0.0177924287393561
"1785","China, Hong Kong SAR","South Africa",0,0,0,0.0117465939238308,0,0,0,0,0.000765732545184527,0.0822705662231234,0.00947828926921387
"1786","Congo","South Africa",0,0,0,0.00352490310928518,0.00089952394552654,0,0,0.000628756148161369,0,0,0.000505318320297309
"1787","Eswatini","South Africa",0,0,0,0.841577181947043,0.953426162787041,0.897975684871894,0.703611475334622,0.966830956353214,0.948845930301551,0.940228490915434,0.62524958825108
"1788","India","South Africa",0,0,0,0.0151917709351761,0.0110406851050925,0.000728420572703126,0.000114116766486375,0.00049372154441578,0.081450901249796,0.0262585254243979,0.0135278141598068
"1789","Ireland","South Africa",0,0,0,0.000110822199149526,0.000208374720938266,0.00020903786405195,0,5.53408216824239e-05,7.93958790207954e-05,3.98967495512429e-05,7.02868234394204e-05
"1790","Lesotho","South Africa",0,0,0,0.76524077050038,0.778761878232037,0.854004321028438,0.709175645130436,0.872577173528511,0.948541774538967,0.815319442444414,0.574362100540318
"1791","Namibia","South Africa",0,0,0,0.772657048190061,0.717547258841542,0.616123413446794,0.274430726189634,0.506342820418188,0.639902173449187,0.746672736232643,0.427367617676805
"1792","Nigeria","South Africa",0,0,0,0.00322760940485334,0,0,0,1.91557584018498e-05,2.22640857438414e-05,6.34681948062185e-05,0.000333249744380525
"1793","Denmark","Spain",0,0,0,0.000334156075461878,0,0.00432396029660258,0,0.000445866207355154,6.67036244018863e-05,0,0.00051706862038215
"1794","Egypt","Spain",6.74931963350749e-05,3.00532173726908e-05,0,8.00972019652419e-06,3.79716598130024e-06,6.21124769917832e-05,1.40959281032446e-05,5.98938615167433e-06,1.84884325756872e-05,4.47673025688182e-05,2.54806826276798e-05
"1795","Republic of Korea","Spain",0,0,0,1.24906138621633e-05,0,0,0,0,0,0,1.24906138621633e-06
"1796","Brunei Darussalam","Sri Lanka",0,0,0,0.0470555397272443,0,0,0,0,0,0,0.00470555397272443
"1797","Peru","Thailand",0,0,0,3.82324295292463e-05,0,1.58128359790627e-05,1.87256039583104e-05,3.42044290539236e-05,4.2704046357297e-05,0.000456942620113203,6.06621964991043e-05
"1798","South Africa","Togo",0,0,0,0.000273369045469333,0,0,0,0,0,0,2.73369045469333e-05
"1799","Algeria","Turkey",0.000608087717216029,0,0,1.0920392818868e-05,1.90014809460409e-05,0,1.09659886123944e-05,0,1.79807531612701e-05,2.6304766502982e-05,6.93261099257585e-05
"1800","Azerbaijan","Turkey",0,0.00092366642413685,3.70499338746835e-05,0.000457817864491491,0.000845469739497724,0.000165441096963025,0.000406248234208014,0.000207069819888535,0.000497378247233424,0.000405426358596088,0.000394556771888983
"1801","Belgium","Turkey",0.000294314208808507,0,0,0.000214445057459918,0.000233472063222415,0.000545640915476004,0.000212508200477274,0.000918457256556156,0.000799031530218312,0.000117073602128991,0.000333494283434758
"1802","Jordan","Turkey",0,0.000264455022557593,0.000608170200290533,0.000149898346138262,0.000103717966060585,5.18835195661906e-05,6.27796098676335e-05,0,0.000422841046906692,0.000255165631952007,0.00019189113433395
"1803","Lebanon","Turkey",0.0149146665666199,0,0.017348341432965,0.0123688865949236,0.00289306161869768,0,0,0,7.2919128098367e-05,4.52202131147393e-05,0.00476430955544193
"1804","Libya","Turkey",0.000226307614589621,0,0,0.00338445687114324,6.30709741575859e-05,0,0,0,0.000122344143918175,6.8758886806693e-05,0.000386493849061532
"1805","Portugal","Turkey",0,0,0,0.00167187011526524,0,0,0,0,0,0,0.000167187011526524
"1806","Romania","Turkey",0,0,0,0.000110776348483646,6.91843345027597e-05,6.69819335180448e-05,0,7.14203126108616e-05,6.79679397024685e-05,0.000182633857755513,5.68964726573293e-05
"1807","Tunisia","Turkey",0.0280208030246959,0,0,0.00818621384921337,0,0.000251293063809263,0,0,4.22270934199274e-05,0,0.00365005370311385
"1808","United Kingdom of Great Britain and Northern Ireland","Turkey",0,0,0,5.18421794237628e-05,3.06014629329859e-05,2.46832404970492e-05,6.36803243715557e-05,2.48944576986032e-05,1.91206742085093e-05,0.0080412486503356,0.000825607098946806
"1809","Argentina","Ukraine",0,0,0,0.0113573768345267,0.00665891656806815,0.0180000661138749,0,0.000182415788125393,2.988556489289e-05,1.81323532165072e-05,0.00362467932227046
"1810","Cabo Verde","Ukraine",0,0,0,0.0109106212124026,0.00224711720018939,0,0.0127084270541592,0.00552288614968439,0.00192255521361474,0.00228526962850476,0.00355968764585551
"1811","China, mainland","Ukraine",6.32278387499363e-05,3.86032827535982e-05,2.46923244390073e-05,0.00158574271808006,0.0224615571839719,0.0380079269743209,0.0313593839840461,0.0210002347300779,0.0332078518378299,0.0457059091548763,0.0193455130029146
"1812","Colombia","Ukraine",0,0,0,2.53569082701676e-05,1.43278478901721e-05,2.44052925216969e-05,3.28669606819806e-05,1.39083285884961e-05,1.54865677098782e-05,2.4433153252883e-05,1.50785058915274e-05
"1813","Cuba","Ukraine",0,0,0,0.0291773809683056,0.0305757812104421,0,0,0,0,0,0.00597531621787478
"1814","Iraq","Ukraine",0,0,0,0.000140079712941454,0.000283711216243951,0.00118911205616391,0.0015466786083653,0.00791119679524379,0.00115537246812078,0.120395548470696,0.0132621699327775
"1815","Malta","Ukraine",0,0,0,0.0016083849256169,0,0.367103883195057,0.150769040300518,0.111847286011462,0.0365520807613901,0,0.0667880675194044
"1816","Peru","Ukraine",0,0,0,2.25705745369094e-05,1.21325782346873e-05,1.73264047025403e-05,1.44777054746885e-05,0,0,1.67123833304666e-05,8.32196462792921e-06
"1817","Serbia","Ukraine",0,0,0.058169044775645,0.084357762819721,0.0657592887760256,0.00493250370153679,0,0.0104647306688524,0.0195233409877939,0.000672620399420218,0.0243879292128995
"1818","Viet Nam","Ukraine",0.0415095203791061,0.00156925153130918,0.00608411878147228,0.022405694744371,2.35817935651402e-05,0.00517719637065118,0.0046415353087486,0.00483927411829523,6.51090115304011e-06,2.65177029784121e-05,0.00862832016316502
"1819","China, Macao SAR","United States of America",0.0452142048433474,1,0.261219595762911,0.421713943684238,0.132667422812412,0.120137971217126,0.121262543909414,0.113919291487872,0.156859210478431,0.1391181926002,0.251211237679595
"1820","Somalia","United States of America",0,0,0,0.672429212161397,0,0,0,0,0.00221907322480996,0,0.0674648285386207
"1821","Sudan","United States of America",0,0,0.00227808616298669,0.000669613277713725,0.000448007813015732,0,0,0.0205522499962795,0,0.0223343497616446,0.00462823070116403
"1822","Cabo Verde","Uruguay",0,0,0,0.00136136429409846,0,0,0,0,0,0,0.000136136429409846
"1823","Egypt","Uruguay",0.000141429905235945,0.000240867137926077,0.000280505140324739,0.00839993148485346,0.00590655167827711,0.00215846720028223,2.92435926202867e-05,0.00172112372136812,5.74582548606327e-06,0.00418864306867162,0.00230725087550456
"1824","Republic of Korea","Uruguay",0.000321133571315577,5.93102316861379e-05,0.000138677975025717,0.000452350838342153,5.90447700245629e-05,7.28894724882517e-05,1.64428294065306e-05,4.00392053039604e-05,1.91503218508027e-05,4.28583451246502e-05,0.000122189756056834
"1825","United States of America","Uruguay",0.00412014044705857,0.00151570648951391,0.00112439932985677,0.000961587990368723,0.000610626127444693,0.00133078313060521,0.0018870476114551,0.00338069512923538,0.00119912878460935,0.00176956162774225,0.001789967666789
"1826","Cameroon","Zambia",0,0,0,0.00208441218911018,0,0,0,0,0,0,0.000208441218911018
"1827","Costa Rica","Zambia",0,0,0,0.000251185637435629,0,0,0,0,0,0,2.51185637435629e-05
"1828","Zambia","Zimbabwe",0.0112865696089741,0.00112462437507059,0.0262993978280955,0.0825261698560226,0.133098533063536,0,0.0356900550590466,0.0181680688986462,0.0481537409387011,0.0147031450571739,0.0371050304685266
"1829","Pakistan","Afghanistan",0,0,0,0,0.000208247415739872,0,0,0,0,0,2.08247415739872e-05
"1830","Senegal","Afghanistan",0,0,0,0,0.00190950488651083,0,0,0,0,0,0.000190950488651083
"1831","Ghana","Argentina",0,0,0,0,0.00134036688609281,0.0184307919926721,0.0625467113977738,0.0418543432052248,0.0313850897727927,0.00492218276615311,0.0160479486020709
"1832","Myanmar","Argentina",0,0,0,0,0.000519091240518142,0,0.000329913747017284,0,0,0,8.49004987535426e-05
"1833","Niger","Argentina",0,0,0,0,0.000973218258722506,0.00147447467372661,0.00120235665245383,0.00752229044330778,0.00447085880061292,0.00519276947477374,0.00208359683035974
"1834","Qatar","Argentina",0,0,0,0,0.0159984973073547,0,0.00388980763287364,0.0339829695362868,0.0199713795643799,0.0981002103324216,0.0171942864373317
"1835","Solomon Islands","Argentina",0,0,0,0,0.00481308209849013,0.0117013835743997,0.0113184043178203,0.0217646900169545,0,0,0.00495975600076646
"1836","Somalia","Argentina",0,0,0,0,0.0170501528028944,0.0288735124569047,0,0.00173678515690829,0.00992722141471673,0.0403526859021012,0.00979403577335253
"1837","Egypt","Australia",0.0313190204665448,0.0368563980761299,0.0272248882852126,0.0269291218502437,0.0127251232672411,0.0226257064266609,0.00781600706281741,0.00618063391023436,0.00691913351496277,0.00227518358182781,0.0180871216441875
"1838","Philippines","Australia",0.0485459910935426,0.297650556286291,0.418671078862105,0.0935935515646173,0.11787582154043,0.125814824172913,0.158998937955049,0.259846858919477,0.172133286354483,0.243228378136238,0.193635928488515
"1839","Spain","Australia",0,1.65722090526368e-06,0,0,2.0884294315738e-05,2.80613839412105e-05,7.03988309329437e-05,0.000285989687842653,0.00011301045631097,0,5.20001874248778e-05
"1840","China, mainland","Austria",0,0,0,0,3.61138063649431e-06,0,0,7.21249910747835e-07,7.65135096751803e-07,1.97497981890045e-06,7.0727454628944e-07
"1841","Georgia","Austria",0,0,0,0,0.000228108560521569,0,0,0.000227279927751106,0.00021052696321608,0.00011371813812657,7.79633589615325e-05
"1842","Lithuania","Austria",0,0,0,0.000382906544397482,0.000935914279738901,0.00166640184577846,0.00332925906218468,0.00233526142550854,0.00149365642175837,0.000475731417059461,0.00106191309964259
"1843","Egypt","Bosnia and Herzegovina",0,0,0,0,3.03434629255722e-06,0,0,0,0,0,3.03434629255722e-07
"1844","United States of America","Bosnia and Herzegovina",0,0,0,0,3.41705808601415e-05,0,0,3.18241462357546e-05,0,0,6.59947270958961e-06
"1845","Bahrain","Brazil",0,0,0,0,0.0470091838595793,0.439112652212686,0.00606596890945031,0,0,0.00138288487952104,0.0493570689861236
"1846","Bangladesh","Brazil",0.0129278227657655,0.0322197514536938,0.0196731271066011,0.00950443188045926,0.0124340095356238,0.0557485193726474,0.1067852372647,0.11836397069209,0.161611075925703,0.156066570613405,0.0685334516610689
"1847","Cambodia","Brazil",0,0,0,0,0.00638525706188928,0.10403967290418,0.0710298517475077,0.0922355271510666,0.11325989910809,0.128787677408587,0.0515737885381321
"1848","Djibouti","Brazil",0,0,0.0771946350829131,0,0.000403521087082165,0.000470815778942246,0.00114903892218126,0.000411576436488353,0.000608122074779805,0.00082375837214566,0.00810614677545326
"1849","Ethiopia","Brazil",0.00109052307198481,0.0132142687812307,0,0,0.00178639946603577,0.00041645272163326,0.00013856896497734,0.000345603591902214,0.000299609384643989,0.000660944538844934,0.0017952370521253
"1850","Ghana","Brazil",0.0071030429846858,0,0.0120008987508361,0,0.000365090823730816,0,0,0,0.000352464318581935,0.000242548920991412,0.00200640457988261
"1851","Lao People's Democratic Republic","Brazil",0,0,0.194484368511825,0.149980531311828,0.189645824936095,0.382491156302561,0.482802284138609,0.201565031161481,0.236305555934864,0.11372571472967,0.195100046702693
"1852","Myanmar","Brazil",0,0,0,0,0.00337976357823304,0.0107432616934012,0.00138839565481999,0,0.00281324445295055,0,0.00183246653794048
"1853","Qatar","Brazil",0,0,0,0,0.00475913852260633,0,0.00159781169365521,0.0107569276134345,0.00244838571467921,0.000677051743456004,0.00202393152878313
"1854","Somalia","Brazil",0,0,0,0,0.00530899608756804,0.0305755414094501,0,0,0.00253487443627336,0.0087718634527121,0.00471912753860036
"1855","Togo","Brazil",0,0,0,0,0.00532612942328256,0.00839854246095115,0.00269184070710058,0.00127447517982399,0,0.00254891522725091,0.00202399029984092
"1856","Canada","Bulgaria",0,0,0,0,7.13088718368244e-05,0.000328354086565179,0,0,2.95814180500182e-05,5.13492086343356e-05,4.80593585086357e-05
"1857","Croatia","Bulgaria",0,0,0,0,0.000699151021436186,0,0,0,0,0,6.99151021436186e-05
"1858","New Caledonia","Bulgaria",0,0,0,0,0.0102572470153353,0.0200743701819467,0,0,0,0,0.0030331617197282
"1859","New Zealand","Bulgaria",0,0,0,0,0.0491386747490842,0.106713256511896,0,0.000190784109454376,0.00245229878262955,0.00115754983390557,0.015965256398697
"1860","New Zealand","Canada",0.00832358523919693,0.0024525910906608,0.00136326189792803,0.00150299333529272,0.00112957212603756,0.00183351359050362,0.00228071916298548,0.00167899212799876,0.00501692252194243,0.0388243794072951,0.00644065304998414
"1861","Switzerland","Canada",0.059539914934573,0.180831963379568,0.00501241508812691,0.00220553093136853,0.00423652572113257,0.00341502451141961,0.00306308889410964,0.00542525048317444,0.0157468844413238,0.00266015817080008,0.0282136756555597
"1862","Bolivia (Plurinational State of)","Chile",0,0,0,0,0.000803820864991593,0,0.000595745144301348,0.00031723021643041,0,0,0.000171679622572335
"1863","Ecuador","Chile",0,0,0,0,0.000178865340966603,0,0,0,0,0,1.78865340966603e-05
"1864","Ireland","Chile",0,0,0,0,5.51899231607376e-05,0,0,0,0,0,5.51899231607376e-06
"1865","South Africa","Chile",0,0,0,0,0.000248816677215641,0,3.13975406506922e-05,0.000345943540882544,0.000558930549097543,4.60175866943961e-05,0.000123110589454082
"1866","Canada","China, mainland",0,0,0.000882289829146864,0.000147534873157615,0.000198017464352469,0.000177369166873326,0.000160208833524107,0.00215841333507336,0.0022745488167891,0.000435350344096168,0.0006433732663013
"1867","Russian Federation","China, mainland",0,0,0,0,8.66938112662386e-05,3.20103959347674e-05,0.000123402170424065,7.77301524599006e-05,0.000123333131546887,0.000307367659611639,7.50537321243497e-05
"1868","Singapore","China, mainland",6.55914951846687e-05,0,0,0,0.00780063853354966,0,0,0,0,0,0.000786623002873433
"1869","Benin","Côte d'Ivoire",0,0,0,0,0.139018479718751,0,0,0,0,0,0.0139018479718751
"1870","Mauritania","Côte d'Ivoire",0,0,0,0,0.00224814907120356,0.000662555145662943,0.00414651266964095,0.00250116955684887,0.000569484582477352,0.000952649450701001,0.00110805204765347
"1871","Belgium","Croatia",0,4.55237781263494e-05,0,0.00111686914459491,0.00112938544014663,0.00029437453926264,0.00026061407214779,5.46319368699284e-05,0.000182656047120989,0.000210580580555651,0.000329463553882489
"1872","Bulgaria","Croatia",0,0,0,0,0.00264324989881571,0.053046993445454,0.016864731945006,0.00929322528140679,0,0,0.00818482005706825
"1873","Cyprus","Croatia",0,0,0.0238647442504571,0.00690500896419866,0.000229919493529273,0.0102202562873478,0,0,0,0,0.00412199289955328
"1874","Ireland","Croatia",0,0,0,4.75862723772492e-05,0.000113047701366338,0.000690705387119428,0.000112584096538183,0,0,3.28287137021508e-05,9.96752171103349e-05
"1875","Israel","Croatia",0,0,0,0,0.00138993353137662,0.000372507169842366,0,0,0.00357970927953257,3.11638196201363e-05,0.00053733138003717
"1876","Lebanon","Croatia",0,0,0,0,0.000177257569356172,0.000607104597726167,8.12118650677493e-05,0,4.22841779660261e-05,7.94293233639161e-05,9.8728753348003e-05
"1877","Oman","Croatia",0,0,0,0,0.00116179422800823,0.00674813069091787,0.000127778248790404,0,0,0,0.00080377031677165
"1878","Republic of Korea","Croatia",0,0,0,5.90315039073998e-05,1.37550879082347e-05,0.00015772605039779,0,0,0,9.5606902334936e-06,2.40073332446918e-05
"1879","Slovakia","Croatia",0,0,0,0,0.0172077657828407,0.0163683503291067,0.00189756123006094,0.00218426282241888,0.00224888625568673,0.0126613187680935,0.00525681451882074
"1880","Syrian Arab Republic","Croatia",0,0,0,0.0204900876089419,0.00015796180642533,0.000704065615733249,0,0,0,0.00010517661800021,0.00214572916491007
"1881","Ukraine","Croatia",0,0,0,0,0.00148199831973931,0,0,0,0.0032252512449018,0,0.000470724956464111
"1882","United Kingdom of Great Britain and Northern Ireland","Croatia",0,0,0,0.000288600694538815,0.000123038201875929,0.000116024477846491,6.74482321244537e-05,5.14033923536323e-05,4.62568902350443e-05,0.000110769550192433,8.03541439166798e-05
"1883","Belgium","Denmark",0.0165392652163173,0.00427980037879748,0.00200126935223575,0.00231588165568769,0.00179941063753975,0.00314726449157831,0.00332498766903337,0.00310079736451388,0.00117826763550358,0.0019155230047796,0.00396024674059867
"1884","Hungary","Denmark",0,0,0,0,0.000471640506532454,0,0,0,0,0,4.71640506532454e-05
"1885","Romania","Denmark",0,0,0,0,7.03051394157366e-05,0,0,0,0,0,7.03051394157366e-06
"1886","Spain","Denmark",0.00791979860093804,0.011110554239626,0.00766514266934335,0.00407892205653524,0.00803087854283863,0.0164083415471057,0.0184843535212012,0.0194297616129509,0.00169605564007417,0.0148813833064487,0.0109705191737062
"1887","Switzerland","Denmark",0.00544009855965407,0.00317632717423922,0.00206026388161124,0.0011665188863693,0.00131806172208503,0.00183112271456964,0.00138271566757566,0.00058603432884208,0.00042011812106989,0.000413144130369833,0.0017794405186386
"1888","United Kingdom of Great Britain and Northern Ireland","Denmark",0.00525095948531306,0.00888800648987586,0.0214642137989131,0.0325694693062494,0.033035767223306,0.0111862842935192,0.00281447536352013,0.0105144026502385,0.0372498474136143,0.00244959277925591,0.0165423018803805
"1889","Yemen","Egypt",0,0,0,2.04693184163944e-05,0.000151142677028532,6.90089113890343e-05,0,8.75840750461205e-05,2.90062407003008e-05,0.000191220026172309,5.48431248752691e-05
"1890","South Africa","Eswatini",0,0,0,0,0.000132954066288822,4.72705664793193e-05,0,0,5.63642483930132e-05,5.19349387405409e-05,2.88523819901696e-05
"1891","Azerbaijan","France",0,0,0,0,5.9479304226659e-05,0.000108625880128809,0,0,4.96045721353602e-05,0,2.17709756490828e-05
"1892","Colombia","France",0,0,0,0,9.99703307040502e-05,2.30697257172082e-05,0.00024574552646711,0,6.86397575379818e-06,0,3.75649558642166e-05
"1893","Cuba","France",0.171295724747734,0.324143344599887,0.303783433897153,0.268149615484013,0.173579003210697,0.139049025341816,0.118492043514193,0.206208103329706,0.226007468809067,0.224110240370745,0.215481800330501
"1894","Mali","France",0.934859769931327,0.794540393615453,0.837918189312529,0.80363457809543,0.901737204831736,0.758244889456837,0.729621129261857,0.585442090060585,0.505994988280778,0.596816077843636,0.744880931069017
"1895","New Caledonia","France",0,0,0,0,0.0275253554649895,0,9.34724011664667e-05,0,0.115213529722738,0.219382949060547,0.0362215306649441
"1896","Saint Lucia","France",0,0,0,0,0.444531809804728,0,0.0178190300166881,0.090573578492086,0.212800943581884,0.176248307084536,0.0941973668979922
"1897","Chile","Germany",0,0,0,0,2.84395478904866e-05,0,0,0,0,1.73958702443192e-05,4.58354181348059e-06
"1898","New Zealand","Germany",0,0,0,0,0.000243184476373311,0,0,0,0,0,2.43184476373311e-05
"1899","Belgium","Greece",4.15930039438814e-06,0.000905281607424241,0.000154214028588103,2.08932550951556e-05,0.000411646096584336,6.83226669309858e-06,0.00372588601342073,0.000614437374036976,0,1.60941592626561e-05,0.000585944410149969
"1900","China, mainland","Greece",0,0,0,0,1.19890936850023e-05,1.9164583248397e-06,0,0,0,7.06332608656005e-07,1.4611884618498e-06
"1901","New Zealand","Greece",0,0,0,0,0.00018868460428266,0.000213425684765831,0,0,0,0,4.0211028904849e-05
"1902","United States of America","Honduras",0,0,0,0,2.51974202787906e-05,0,0,0,0,0,2.51974202787906e-06
"1903","Finland","Hungary",0,0,0,0,0.00300182524536295,0,0,0.00350557476669603,0.000860623597211119,0.00177114399696789,0.000913916760623799
"1904","Kazakhstan","Hungary",0,0,0,0,0.00409664423625297,0.00293119831633112,0,0.00429585788026702,0.00881160160878447,0.000745615202631525,0.00208809172442671
"1905","Montenegro","Hungary",0,0,0,0,0.00121650311596974,0,0,0.00384805135647886,0,0,0.000506455447244859
"1906","New Zealand","Hungary",0,0,0,0,0.000129335767501454,0.000217343731938511,0,0.00170045587705469,0.000377466297091668,0.000109721390010129,0.000253432306359646
"1907","Argentina","India",0,0,0,0,0.00144750759044651,0.00285520897825438,0,0,0.000262003256621484,3.05349702551654e-05,0.000459525479557754
"1908","Cambodia","India",0,0,0,0,0.00703087508843395,0,0,0,0.00376874108316063,0,0.00107996161715946
"1909","Colombia","India",0,0,0,0,6.50776430392081e-05,0.00010332810919856,4.964704285178e-05,9.81304090539743e-05,7.53940192753876e-05,4.12836595642974e-05,4.32860882983207e-05
"1910","Cuba","India",0,0,0,0,0.000247761955897802,0,3.09367201053024e-05,0.000134048867079733,0.000157410131699283,9.95502197241344e-05,6.69707894506255e-05
"1911","Dominican Republic","India",0,0,0,0,6.32995256644527e-05,0,0,0,0,0,6.32995256644527e-06
"1912","Ethiopia","India",0,0.000326293487128239,0.332984036676126,0.591512042553786,0.000356149709092104,0.000485815409981716,0,0,0,0,0.0925664337836114
"1913","Germany","India",6.96959526837213e-05,8.79627620509074e-05,0.000270946643462779,0.000654106161802969,0.000491287654945897,0.000730561758518758,0.000583697573791627,0.000811427387722424,0.000547209873572885,0.000275352793551475,0.000452224856210344
"1914","Italy","India",0,0,0.000691043283289579,0.00112328716522255,0.000169332705788262,0.00013051816639125,8.9676821915572e-05,0.000287350427982749,0.000232955918395273,9.97216578256541e-05,0.000282388614681089
"1915","Libya","India",0,0,3.16794445171511e-05,6.83696187921666e-06,8.21950936399287e-05,0,0,0,2.13753785663642e-06,0,1.22849037892933e-05
"1916","Mauritius","India",0,0.00112957552718785,0.000557352252246186,0.00320145262241214,0.000462478929892731,0.000386759913113421,0.000388420341080797,0,0.0117311218269741,0.000250570817879372,0.00181077322307866
"1917","Mexico","India",1.08890148938981e-05,1.24673439590158e-05,1.99496615301456e-05,0.000112614543141878,0.00023860810443069,0.000222825105797247,0.000121338544974949,0.000205659234806414,0.00016113290943109,0.000108715887076329,0.000121420035004166
"1918","Myanmar","India",0,0.00324124023901884,0.0509008037001617,0.0714277837150428,0.0322180216118315,0.00921139715573357,0.0040399966573786,0.00778922488484153,0.0134750117618288,0.0171852747795757,0.0209488754505413
"1919","Nigeria","India",0,2.93386377212578e-06,0.000993736462971743,0.000167794250791301,3.73735781588229e-05,0,0,3.55512850475688e-05,1.34868313631722e-05,0,0.000125087627210473
"1920","Switzerland","India",0,0,0,0.00171402483601664,0.000208984874051792,0.00119631675712244,0.00079551991906932,0.000314112137812293,4.62709958246753e-05,5.52477661472359e-05,0.00043304772860444
"1921","Togo","India",0,0,0.0144036464593631,0.012428492573855,0.0100893544159645,0.00370964308836712,0,0,0,0,0.00406311365375497
"1922","Venezuela (Bolivarian Republic of)","India",0,0,0,6.61147495318158e-06,0.0001133226416121,2.51988824755146e-05,0,3.40763929566671e-05,2.54318814097611e-05,0,2.04641273407224e-05
"1923","Republic of Korea","Indonesia",0,0,0,0,4.3871307618763e-06,0,2.96484809015957e-05,0,0,0,3.4035611663472e-06
"1924","Argentina","Israel",0,0,0,0,0.00137362604771181,0,0,0,0,0,0.000137362604771181
"1925","Iraq","Italy",0,0,0,0.000250140929673245,5.80444556835971e-05,0,0,0,2.62965241003331e-05,8.86223693634496e-05,4.23104278820624e-05
"1926","Belgium","Lithuania",0.00431595169229171,0.00884287407122272,0.00161705602917249,0.000844397745429251,0.00116551218468923,0.00149345087252134,0.00880931828582862,0.00325791950722711,0.000605726753124054,0.000798295806937033,0.00317505029484436
"1927","France","Lithuania",0.0187887930152777,0.00278109592531673,0.00130032332882444,0.00150735315302407,0.0148645329368787,0.00480533859270936,0.013185330485918,0.00200873922083781,0.00505135685669678,0.00714862784141111,0.00714414913568947
"1928","Iceland","Lithuania",0,0,0,0,0.009038763035498,0,0,0,0,0,0.0009038763035498
